path=maps/de_ancient_night.nav crc=85410A37 size=364.71KB size_in_bytes=373461
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_groundrock04-groundmud03-wet-b_0.vmdl_c crc=3822A58B size=16.86KB size_in_bytes=17263
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_river_rock_01-topmoss-wet-b_0.vmdl_c crc=5CAD9050 size=428.82KB size_in_bytes=439115
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_river_rock_01-topmoss-wet-b_1.vmdl_c crc=12BBEE74 size=47.14KB size_in_bytes=48267
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_roofstone01-moss-topmoss-wet-b_0.vmdl_c crc=8633FC0C size=28.20KB size_in_bytes=28880
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_roofstone01-moss-wet-b_0.vmdl_c crc=7383EDC2 size=23.56KB size_in_bytes=24121
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_roof_trim_grey-moss-topmoss-wet-b_0.vmdl_c crc=B51E5B04 size=1.11MB size_in_bytes=1165700
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_roof_trim_grey-moss-wet-b_0.vmdl_c crc=DA51DF0E size=72.62KB size_in_bytes=74365
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_skybox_rockwall-moss-wet-b_0.vmdl_c crc=99AE4E0B size=61.37KB size_in_bytes=62845
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_skybox_rockwall-moss-wet-b_1.vmdl_c crc=73A2F63F size=62.11KB size_in_bytes=63597
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair01-moss-wet-b_0.vmdl_c crc=3BC09B88 size=600.19KB size_in_bytes=614597
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair01-moss-wet-b_1.vmdl_c crc=730C551B size=266.07KB size_in_bytes=272453
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair02edgegrey-moss-topmoss-wet-b_0.vmdl_c crc=3E19F498 size=2.99MB size_in_bytes=3136916
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair02edgegrey-moss-topmoss-wet-b_1.vmdl_c crc=26EEC8A1 size=755.60KB size_in_bytes=773732
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair02edgegrey-moss-wet-b_0.vmdl_c crc=E15E8E84 size=166.48KB size_in_bytes=170477
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair02grey-moss-topmoss-wet-b_0.vmdl_c crc=AAD8EE20 size=475.83KB size_in_bytes=487248
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair02grey-moss-topmoss-wet-b_1.vmdl_c crc=937B86DF size=69.00KB size_in_bytes=70656
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair02grey-moss-wet-b_0.vmdl_c crc=17DCFF17 size=445.17KB size_in_bytes=455849
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair02rocksgrey-moss-topmoss-wet-b_0.vmdl_c crc=58129839 size=703.21KB size_in_bytes=720084
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair02rocksgrey-moss-topmoss-wet-b_1.vmdl_c crc=48BD2E20 size=18.07KB size_in_bytes=18500
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair02rocksgrey-moss-wet-b_0.vmdl_c crc=47387B1A size=18.40KB size_in_bytes=18845
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair02rocksgrey-moss-wet-b_1.vmdl_c crc=C790B846 size=223.51KB size_in_bytes=228877
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair_01_individual_rocks-moss-wet-b_0.vmdl_c crc=92C06142 size=207.68KB size_in_bytes=212661
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_stair_01_individual_rocks-moss-wet-b_1.vmdl_c crc=64C03439 size=234.32KB size_in_bytes=239941
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_tree_dead-moss-topmoss-wet-b_0.vmdl_c crc=7173F404 size=106.89KB size_in_bytes=109452
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_individual_bricks_grey-moss-topmoss-wet-b_0.vmdl_c crc=959C51C1 size=76.18KB size_in_bytes=78004
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_individual_bricks_grey-moss-topmoss-wet-b_1.vmdl_c crc=EC2172F3 size=353.74KB size_in_bytes=362228
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_individual_bricks_grey-moss-topmoss-wet-b_2.vmdl_c crc=0C7DF2EF size=195.63KB size_in_bytes=200324
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_individual_bricks_grey-moss-topmoss-wet-b_3.vmdl_c crc=BF942DC4 size=20.81MB size_in_bytes=21825108
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_individual_bricks_grey-moss-topmoss-wet-b_4.vmdl_c crc=9B777DF0 size=443.86KB size_in_bytes=454516
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_individual_bricks_grey-moss-wet-b_0.vmdl_c crc=DCFB6607 size=456.12KB size_in_bytes=467069
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_individual_bricks_grey-topmoss-wet-b_0.vmdl_c crc=EEA1ADE9 size=2.36MB size_in_bytes=2478237
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_individual_bricks_grey-topmoss-wet-b_1.vmdl_c crc=5685CE4E size=4.88MB size_in_bytes=5112413
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_individual_bricks_grey-white-wet_0.vmdl_c crc=1C2D2DD7 size=18.51KB size_in_bytes=18953
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_individual_bricks_grey-white-wet_1.vmdl_c crc=52BEF913 size=1.10MB size_in_bytes=1150121
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_rubble_grey-moss-wet-b_0.vmdl_c crc=5071749E size=6.16KB size_in_bytes=6305
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_rubble_grey-moss-wet-b_1.vmdl_c crc=CEB69B2B size=26.53KB size_in_bytes=27169
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_01_rubble_grey-moss-wet-b_2.vmdl_c crc=0223134D size=30.06KB size_in_bytes=30785
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_02_columns_grey-moss-topmoss-wet-b_0.vmdl_c crc=19C9AFA0 size=161.91KB size_in_bytes=165800
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_02_columns_grey-moss-topmoss-wet-b_1.vmdl_c crc=3EBC61DC size=30.46KB size_in_bytes=31192
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_02_columns_grey-moss-wet-b_0.vmdl_c crc=AE709694 size=22.84KB size_in_bytes=23393
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_02_columns_grey-white-wet_0.vmdl_c crc=87034451 size=12.92KB size_in_bytes=13233
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_02_columns_grey-white-wet_1.vmdl_c crc=70E1930A size=201.30KB size_in_bytes=206129
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_02_trims_grey-moss-wet-b_0.vmdl_c crc=0F2C9C61 size=623.08KB size_in_bytes=638033
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_02_trims_grey-moss-wet-b_1.vmdl_c crc=36E6C593 size=242.36KB size_in_bytes=248177
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_02_trims_grey-white-wet_0.vmdl_c crc=62921BCE size=85.43KB size_in_bytes=87485
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_03_individual_bricks_grey-moss-wet_0.vmdl_c crc=A4C42C62 size=198.20KB size_in_bytes=202953
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_03_individual_bricks_grey-moss-wet_1.vmdl_c crc=955ECA8B size=787.49KB size_in_bytes=806393
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_03_individual_bricks_moss-topmoss-wet_0.vmdl_c crc=B10C3FC9 size=3.30MB size_in_bytes=3459836
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_03_individual_bricks_moss-topmoss-wet_1.vmdl_c crc=441D9392 size=50.40KB size_in_bytes=51612
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_corners_grey-moss-topmoss-wet-b_0.vmdl_c crc=F2C16392 size=900.74KB size_in_bytes=922360
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_corners_grey-moss-wet-b_0.vmdl_c crc=C3246A0F size=127.17KB size_in_bytes=130225
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_corners_grey-moss-wet-b_1.vmdl_c crc=68EDA3F9 size=560.67KB size_in_bytes=574129
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_corners_grey-plasterwhite-wet_0.vmdl_c crc=64D69F70 size=1.16MB size_in_bytes=1217945
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_corners_white-moss-wet-b_0.vmdl_c crc=E5959BB6 size=101.39KB size_in_bytes=103825
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_corners_white-moss-wet-b_1.vmdl_c crc=3B7F00BC size=514.08KB size_in_bytes=526417
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_corners_white-plasterwhite-wet_0.vmdl_c crc=CD627108 size=782.37KB size_in_bytes=801143
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_corners_white-plasterwhite-wet_1.vmdl_c crc=D86F2524 size=182.23KB size_in_bytes=186599
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_individual_bricks_grey-moss-topmoss-wet-b_0.vmdl_c crc=693BE10A size=124.85KB size_in_bytes=127844
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_individual_bricks_grey-moss-wet-b_0.vmdl_c crc=72C8283E size=202.26KB size_in_bytes=207117
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_individual_bricks_white-plasterwhite-wet_0.vmdl_c crc=44AC4375 size=401.16KB size_in_bytes=410783
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_surface_deco_grey-moss-wet-b_0.vmdl_c crc=F28B99CE size=498.30KB size_in_bytes=510258
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_surface_deco_grey-moss-wet-b_1.vmdl_c crc=4BC92830 size=719.77KB size_in_bytes=737042
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_surface_deco_grey-plasterblue-wet_0.vmdl_c crc=F6E557E2 size=37.76KB size_in_bytes=38666
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_surface_deco_grey-plasterblue-wet_1.vmdl_c crc=0F5C3EE8 size=378.49KB size_in_bytes=387578
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_surface_deco_grey-white-wet_0.vmdl_c crc=76577A3C size=486.33KB size_in_bytes=498002
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_surface_deco_grey-white-wet_1.vmdl_c crc=D94D6471 size=61.39KB size_in_bytes=62866
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_trims_grey-moss-wet-b_0.vmdl_c crc=9FAC2CD9 size=1.43MB size_in_bytes=1499233
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_trims_grey-moss-wet-b_1.vmdl_c crc=A3FF66C2 size=746.58KB size_in_bytes=764497
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_trims_grey-white-wet_0.vmdl_c crc=CA6F1122 size=587.15KB size_in_bytes=601245
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_04_trims_grey-white-wet_1.vmdl_c crc=2EB131AA size=942.23KB size_in_bytes=964845
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_05_includes_grey-plasterblue-wet_0.vmdl_c crc=CC1785A2 size=590.08KB size_in_bytes=604246
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_05_includes_grey-plastergold-wet_0.vmdl_c crc=DA0379EF size=31.87KB size_in_bytes=32630
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_05_includes_grey-plasterred-wet_0.vmdl_c crc=665FCAE3 size=343.60KB size_in_bytes=351842
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_05_includes_grey-plasterwhite-wet_0.vmdl_c crc=A4589D64 size=699.47KB size_in_bytes=716262
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_05_includes_grey-plasterwhite-wet_1.vmdl_c crc=3717C698 size=26.62KB size_in_bytes=27254
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_05_trims_grey-plasterblue-wet_0.vmdl_c crc=47621494 size=1.54MB size_in_bytes=1612805
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_05_trims_grey-plasterblue-wet_1.vmdl_c crc=90E295BF size=190.83KB size_in_bytes=195413
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_05_trims_grey-plasterred-wet_0.vmdl_c crc=975144E2 size=384.36KB size_in_bytes=393589
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_05_trims_grey-plasterwhite-wet_0.vmdl_c crc=0D2F6C01 size=239.25KB size_in_bytes=244997
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_01_grey-moss-wet-b_0.vmdl_c crc=C0FCDFF7 size=72.99KB size_in_bytes=74737
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_01_grey-moss-wet-b_1.vmdl_c crc=A0A0D444 size=13.97KB size_in_bytes=14305
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_01_grey-moss-wet-b_2.vmdl_c crc=C40683A9 size=191.67KB size_in_bytes=196273
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_01_grey-moss-wet-b_3.vmdl_c crc=0C3F6D66 size=549.92KB size_in_bytes=563121
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_01_grey-moss-wet-b_4.vmdl_c crc=0438F3F2 size=151.86KB size_in_bytes=155505
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_01_grey-moss-wet_0.vmdl_c crc=87B37B4E size=9.68KB size_in_bytes=9917
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_01_grey-plaster-wet_0.vmdl_c crc=4F61EDE7 size=8.20KB size_in_bytes=8401
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_01_grey-plaster-wet_1.vmdl_c crc=B12945B3 size=37.53KB size_in_bytes=38433
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_01_grey-white-plaster-wet_0.vmdl_c crc=B8DFBE3A size=9.74KB size_in_bytes=9973
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_01_grey-white-plaster-wet_1.vmdl_c crc=1AF2F3EA size=68.96KB size_in_bytes=70613
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_01_white-plaster-wet_0.vmdl_c crc=50183CBB size=8.20KB size_in_bytes=8401
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_03_grey-moss-wet_0.vmdl_c crc=F32B8954 size=5.03KB size_in_bytes=5149
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_03_grey-moss-wet_1.vmdl_c crc=19C1C166 size=51.08KB size_in_bytes=52301
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_03_moss-topmoss-wet_0.vmdl_c crc=F8E2E342 size=10.36KB size_in_bytes=10608
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_03_moss-topmoss-wet_1.vmdl_c crc=6A58B866 size=28.66KB size_in_bytes=29344
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_04_grey-moss-topmoss-wet-b_0.vmdl_c crc=47683619 size=6.91KB size_in_bytes=7080
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_04_grey-moss-topmoss-wet-b_1.vmdl_c crc=49CFE2A6 size=44.05KB size_in_bytes=45112
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_04_grey-moss-wet-b_0.vmdl_c crc=B7F7E639 size=8.74KB size_in_bytes=8945
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_04_grey-moss-wet-b_1.vmdl_c crc=50FAD153 size=96.31KB size_in_bytes=98625
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_04_grey-plaster-wet_0.vmdl_c crc=686C511B size=64.72KB size_in_bytes=66273
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_04_white-moss-wet-b_0.vmdl_c crc=3E5C8F91 size=27.72KB size_in_bytes=28385
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_04_white-plaster-wet_0.vmdl_c crc=F17106B8 size=52.99KB size_in_bytes=54257
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_05_grey-plasterblue_wet_0.vmdl_c crc=E88A8AE6 size=30.18KB size_in_bytes=30901
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_05_grey-plasterred-dragon_0.vmdl_c crc=AFD6B7CA size=6.83KB size_in_bytes=6997
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_05_grey-plasterred_wet_0.vmdl_c crc=60998E6C size=22.90KB size_in_bytes=23445
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_blend_wall_stone_05_grey-plasterwhite_wet_0.vmdl_c crc=97D79E73 size=85.74KB size_in_bytes=87797
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_ceiling_wood_01_wet_0.vmdl_c crc=5C65011C size=5.25KB size_in_bytes=5377
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_decotrim_set_01_wet_0.vmdl_c crc=F6E6469E size=881.27KB size_in_bytes=902417
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_decotrim_set_01_wet_1.vmdl_c crc=0AB1B937 size=751.66KB size_in_bytes=769697
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_decotrim_set_02_wet_0.vmdl_c crc=23F71A75 size=1.36MB size_in_bytes=1429873
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_decotrim_set_02_wet_1.vmdl_c crc=741DB7F9 size=167.61KB size_in_bytes=171633
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_decotrim_set_03_wet_0.vmdl_c crc=4976325B size=911.13KB size_in_bytes=932993
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_decotrim_set_03_wet_1.vmdl_c crc=F44ADF99 size=55.66KB size_in_bytes=56993
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_fern_01_0.vmdl_c crc=9C32C039 size=1.68MB size_in_bytes=1763253
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_fern_01_1.vmdl_c crc=43566A3B size=1.37MB size_in_bytes=1431861
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_fern_01_nomotion_0.vmdl_c crc=7A5B2218 size=595.26KB size_in_bytes=609548
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_fern_01_nomotion_1.vmdl_c crc=E9474895 size=299.28KB size_in_bytes=306460
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_ground_moss_02_wet_0.vmdl_c crc=A974C8EA size=52.31KB size_in_bytes=53565
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_ground_mud_03_wet_0.vmdl_c crc=2A2FD746 size=43.28KB size_in_bytes=44317
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_ground_paver_01_individual_rocks_wet_0.vmdl_c crc=D0AB65D9 size=206.50KB size_in_bytes=211457
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_ground_paver_01_wet_0.vmdl_c crc=DC5D80ED size=16.95KB size_in_bytes=17361
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_ground_paver_01_wet_1.vmdl_c crc=43E542AB size=13.25KB size_in_bytes=13569
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_ground_rock_01_individual_rocks_wet_0.vmdl_c crc=A314B5A9 size=323.45KB size_in_bytes=331216
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_ground_rock_01_individual_rocks_wet_1.vmdl_c crc=5AFB427E size=11.56KB size_in_bytes=11840
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_ground_rock_01_wet_0.vmdl_c crc=1439FBAE size=10.34KB size_in_bytes=10589
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_roof_stone_01_grey_color_wet_0.vmdl_c crc=EA78A5BE size=8.43KB size_in_bytes=8633
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_roof_stone_01_grey_color_wet_1.vmdl_c crc=EC970BCE size=12.31KB size_in_bytes=12601
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_roof_thatch_01_edge_wet_0.vmdl_c crc=F3A68BA9 size=16.99KB size_in_bytes=17397
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_roof_thatch_01_wet_0.vmdl_c crc=F2BA8320 size=22.33KB size_in_bytes=22861
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_roots_01_wet_0.vmdl_c crc=052D38C1 size=32.95KB size_in_bytes=33737
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_stair_02_edge_grey_wet_0.vmdl_c crc=5A39C26C size=29.94KB size_in_bytes=30657
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_stair_02_edge_grey_wet_1.vmdl_c crc=A2F655BA size=156.97KB size_in_bytes=160737
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_stair_02_edge_moss_wet_0.vmdl_c crc=BC252070 size=236.41KB size_in_bytes=242081
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_stair_02_grey_wet_0.vmdl_c crc=6FE0A153 size=276.61KB size_in_bytes=283245
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_stair_02_grey_wet_1.vmdl_c crc=CB773906 size=420.40KB size_in_bytes=430493
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_stair_02_individual_rocks_grey_wet_0.vmdl_c crc=DBFB52CB size=252.76KB size_in_bytes=258829
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_stair_02_individual_rocks_grey_wet_1.vmdl_c crc=8E24ECA6 size=185.51KB size_in_bytes=189965
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_tropical_foliage_01_0.vmdl_c crc=655CF26F size=2.65MB size_in_bytes=2779105
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_tropical_foliage_02_0.vmdl_c crc=7C7B44CF size=3.19MB size_in_bytes=3347617
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_tropical_foliage_02_1.vmdl_c crc=C704F7C3 size=180.47KB size_in_bytes=184801
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_tropical_foliage_03_0.vmdl_c crc=0E6B7D1E size=2.47MB size_in_bytes=2594337
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_tropical_foliage_03_1.vmdl_c crc=FD74E3B7 size=114.77KB size_in_bytes=117521
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_01_individual_bricks_grey_wet_0.vmdl_c crc=C6CC51E9 size=3.93MB size_in_bytes=4121021
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_01_individual_bricks_grey_wet_1.vmdl_c crc=9C141F08 size=1.30MB size_in_bytes=1366525
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_01_individual_bricks_moss_wet_0.vmdl_c crc=91ED81FA size=5.30MB size_in_bytes=5561149
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_01_individual_bricks_moss_wet_1.vmdl_c crc=1124D650 size=4.78MB size_in_bytes=5007693
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_01_individual_bricks_white_wet_0.vmdl_c crc=B82471C0 size=801.22KB size_in_bytes=820449
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_01_individual_bricks_white_wet_1.vmdl_c crc=6B10F09C size=490.34KB size_in_bytes=502113
